,city,type_of_plan,highest_level_education,work_status,gender,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle,churn
8190,Takoradi,primary_plan,High School or Below,Unemployed,female,Divorced,224,52,3,1,via_the_web,Sports Car,Yes
8191,Kumasi,primary_plan,Bachelor,Unemployed,male,Married,218,77,2,3,contacting_branch_directly,SUV,No
8192,Tamale,primary_plan,Bachelor,Employed,female,Married,134,43,1,2,via_the_web,4-door_car,No
8193,Cape_coast,primary_plan,High School or Below,Employed,female,Married,232,82,2,2,via_the_web,SUV,No
8194,Accra,premium_plan,Bachelor,Unemployed,male,Single,210,9,7,1,via_the_web,4-door_car,No
8195,Accra,primary_plan,High School or Below,Unemployed,female,Single,124,146,1,3,contacting_branch_directly,2-door_car,No
8196,Accra,primary_plan,College,Unemployed,female,Single,214,116,9,1,contacting_branch_directly,SUV,No
8197,Kumasi,extended_plan,College,Medical Leave,female,Married,258,64,1,1,customer_call_centre,SUV,No
8198,Accra,primary_plan,College,Unemployed,male,Single,130,82,3,2,customer_call_centre,4-door_car,No
8199,Accra,extended_plan,College,Employed,male,Married,158,125,1,2,contacting_agent,2-door_car,No
8200,Kumasi,primary_plan,High School or Below,Employed,male,Married,126,120,8,3,contacting_branch_directly,4-door_car,No
8201,Accra,primary_plan,College,Unemployed,female,Married,138,22,2,4,via_the_web,4-door_car,No
8202,Accra,extended_plan,Bachelor,Unemployed,female,Divorced,176,13,1,1,via_the_web,4-door_car,No
8203,Takoradi,primary_plan,Bachelor,Employed,male,Married,134,56,7,2,contacting_branch_directly,2-door_car,No
8204,Kumasi,primary_plan,College,Employed,female,Married,124,112,1,2,contacting_agent,4-door_car,Yes
8205,Accra,primary_plan,Bachelor,Employed,female,Married,134,120,8,1,contacting_agent,4-door_car,No
8206,Kumasi,premium_plan,Bachelor,Employed,male,Married,532,108,2,2,contacting_branch_directly,luxirious_car,No
8207,Takoradi,extended_plan,High School or Below,Employed,female,Single,192,4,3,3,customer_call_centre,4-door_car,No
8208,Accra,primary_plan,Bachelor,Unemployed,female,Single,136,103,2,1,contacting_branch_directly,2-door_car,No
8209,Accra,primary_plan,College,Medical Leave,male,Single,144,22,1,2,contacting_branch_directly,4-door_car,No
8210,Tamale,primary_plan,Bachelor,Employed,male,Single,122,4,2,2,contacting_branch_directly,2-door_car,No
8211,Cape_coast,primary_plan,Bachelor,Unemployed,male,Single,366,22,1,1,contacting_agent,luxurious_suv,No
8212,Accra,primary_plan,College,Employed,male,Single,146,4,5,1,contacting_branch_directly,4-door_car,No
8213,Kumasi,extended_plan,High School or Below,Disabled,female,Married,172,17,2,1,contacting_branch_directly,4-door_car,No
8214,Takoradi,primary_plan,Bachelor,Employed,male,Married,148,69,1,3,contacting_branch_directly,4-door_car,No
8215,Kumasi,primary_plan,High School or Below,Employed,female,Married,122,34,1,3,customer_call_centre,4-door_car,No
8216,Accra,primary_plan,High School or Below,Unemployed,male,Single,146,95,2,1,contacting_agent,2-door_car,No
8217,Takoradi,primary_plan,Bachelor,Employed,male,Married,226,17,1,1,contacting_agent,SUV,No
8218,Kumasi,primary_plan,Bachelor,Unemployed,female,Married,126,86,1,1,contacting_branch_directly,4-door_car,No
8219,Cape_coast,premium_plan,Bachelor,Employed,female,Divorced,238,43,2,1,via_the_web,4-door_car,No
8220,Takoradi,premium_plan,Bachelor,Retired,female,Married,542,86,1,1,contacting_agent,luxurious_suv,Yes
8221,Takoradi,primary_plan,High School or Below,Unemployed,female,Divorced,238,13,8,2,contacting_branch_directly,SUV,No
8222,Tamale,primary_plan,High School or Below,Unemployed,male,Single,388,133,4,3,customer_call_centre,luxirious_car,No
8223,Kumasi,primary_plan,High School or Below,Unemployed,female,Married,136,17,2,1,contacting_agent,4-door_car,No
8224,Cape_coast,primary_plan,College,Employed,male,Married,142,138,2,2,customer_call_centre,4-door_car,No
8225,Kumasi,extended_plan,High School or Below,Employed,female,Married,198,103,2,1,contacting_agent,4-door_car,No
8226,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,144,34,8,1,customer_call_centre,4-door_car,No
8227,Kumasi,primary_plan,High School or Below,Medical Leave,female,Married,200,17,2,2,customer_call_centre,SUV,Yes
8228,Kumasi,primary_plan,High School or Below,Employed,male,Single,122,30,6,2,customer_call_centre,4-door_car,No
8229,Cape_coast,extended_plan,High School or Below,Medical Leave,female,Divorced,174,9,3,1,via_the_web,4-door_car,No
8230,Cape_coast,extended_plan,High School or Below,Employed,female,Married,272,60,2,1,contacting_branch_directly,SUV,No
8231,Tamale,extended_plan,Bachelor,Employed,male,Single,176,82,2,1,contacting_branch_directly,4-door_car,No
8232,Takoradi,extended_plan,Doctor,Employed,female,Divorced,170,26,2,3,contacting_branch_directly,2-door_car,No
8233,Kumasi,primary_plan,College,Unemployed,female,Single,144,112,2,1,contacting_branch_directly,4-door_car,No
8234,Takoradi,primary_plan,Bachelor,Medical Leave,male,Married,136,4,2,2,contacting_agent,4-door_car,No
8235,Cape_coast,extended_plan,College,Unemployed,male,Single,160,116,3,2,contacting_agent,4-door_car,No
8236,Kumasi,extended_plan,Bachelor,Employed,male,Married,196,99,1,4,customer_call_centre,4-door_car,No
8237,Tamale,primary_plan,Bachelor,Employed,male,Divorced,136,4,2,1,contacting_agent,4-door_car,No
8238,Kumasi,primary_plan,College,Employed,female,Married,134,69,1,2,contacting_agent,4-door_car,No
8239,Kumasi,primary_plan,High School or Below,Employed,male,Married,144,129,3,2,contacting_branch_directly,4-door_car,No
8240,Kumasi,primary_plan,Bachelor,Employed,male,Married,124,90,2,4,contacting_agent,4-door_car,No
8241,Kumasi,primary_plan,College,Unemployed,female,Married,140,90,1,1,contacting_agent,4-door_car,No
8242,Takoradi,primary_plan,Master,Employed,male,Single,232,34,8,1,contacting_agent,Sports Car,Yes
8243,Kumasi,primary_plan,Bachelor,Employed,female,Single,138,52,1,3,via_the_web,4-door_car,No
8244,Kumasi,primary_plan,Bachelor,Employed,male,Married,142,69,2,2,customer_call_centre,4-door_car,Yes
8245,Kumasi,primary_plan,Bachelor,Employed,female,Single,136,142,2,2,contacting_agent,4-door_car,No
8246,Kumasi,extended_plan,High School or Below,Unemployed,male,Single,164,64,1,1,contacting_agent,4-door_car,No
8247,Tamale,primary_plan,College,Employed,female,Single,128,95,2,3,contacting_agent,4-door_car,No
8248,Kumasi,primary_plan,High School or Below,Employed,male,Married,144,60,8,2,customer_call_centre,2-door_car,No
8249,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,124,116,3,3,contacting_branch_directly,2-door_car,No
8250,Takoradi,primary_plan,College,Employed,female,Married,122,82,3,2,contacting_branch_directly,2-door_car,No
8251,Takoradi,premium_plan,College,Employed,male,Married,224,129,3,2,contacting_agent,4-door_car,No
8252,Takoradi,extended_plan,College,Medical Leave,male,Married,188,9,9,1,contacting_branch_directly,4-door_car,No
8253,Accra,primary_plan,Master,Employed,female,Single,136,22,1,2,contacting_branch_directly,4-door_car,No
8254,Kumasi,extended_plan,High School or Below,Employed,male,Single,172,4,1,2,via_the_web,4-door_car,No
8255,Takoradi,extended_plan,High School or Below,Unemployed,male,Single,274,95,6,2,contacting_agent,SUV,No
8256,Accra,primary_plan,Bachelor,Unemployed,male,Married,204,120,1,2,contacting_agent,SUV,Yes
8257,Takoradi,extended_plan,College,Unemployed,male,Single,192,125,2,3,contacting_agent,4-door_car,No
8258,Cape_coast,extended_plan,College,Employed,female,Married,166,108,1,2,customer_call_centre,2-door_car,No
8259,Kumasi,primary_plan,High School or Below,Medical Leave,male,Single,146,95,4,2,customer_call_centre,4-door_car,Yes
8260,Accra,primary_plan,High School or Below,Employed,male,Married,214,125,9,2,contacting_agent,Sports Car,Yes
8261,Kumasi,primary_plan,High School or Below,Unemployed,female,Single,148,112,2,1,contacting_agent,2-door_car,No
8262,Accra,primary_plan,High School or Below,Employed,female,Married,228,26,3,4,contacting_agent,Sports Car,No
8263,Accra,primary_plan,College,Medical Leave,female,Married,204,43,2,1,contacting_branch_directly,Sports Car,Yes
8264,Accra,primary_plan,Bachelor,Unemployed,male,Single,210,133,5,2,contacting_agent,SUV,No
8265,Accra,primary_plan,High School or Below,Disabled,female,Divorced,142,60,2,1,contacting_branch_directly,4-door_car,No
8266,Accra,extended_plan,Master,Employed,female,Divorced,478,82,7,2,contacting_agent,luxurious_suv,Yes
8267,Tamale,primary_plan,Bachelor,Employed,male,Divorced,138,4,9,1,contacting_agent,4-door_car,Yes
8268,Takoradi,primary_plan,High School or Below,Employed,male,Divorced,140,30,2,3,contacting_branch_directly,2-door_car,No
8269,Takoradi,premium_plan,High School or Below,Employed,female,Single,232,99,2,1,contacting_agent,4-door_car,Yes
8270,Tamale,primary_plan,College,Employed,female,Married,130,103,9,3,contacting_agent,4-door_car,No
8271,Accra,primary_plan,Bachelor,Employed,male,Divorced,146,108,2,2,customer_call_centre,2-door_car,Yes
8272,Kumasi,extended_plan,Master,Employed,female,Single,192,125,4,2,via_the_web,4-door_car,No
8273,Kumasi,primary_plan,College,Employed,male,Married,132,43,1,4,contacting_agent,4-door_car,No
8274,Kumasi,primary_plan,Bachelor,Employed,male,Married,136,129,2,3,via_the_web,4-door_car,No
8275,Accra,premium_plan,Bachelor,Unemployed,male,Married,334,129,5,2,contacting_branch_directly,SUV,No
8276,Cape_coast,extended_plan,High School or Below,Unemployed,male,Single,158,90,7,1,contacting_agent,2-door_car,Yes
8277,Accra,extended_plan,Bachelor,Employed,female,Divorced,178,56,1,1,contacting_agent,2-door_car,No
8278,Kumasi,extended_plan,College,Employed,male,Single,172,99,1,2,contacting_branch_directly,4-door_car,No
8279,Takoradi,extended_plan,Bachelor,Unemployed,male,Married,190,60,1,2,customer_call_centre,4-door_car,No
8280,Accra,premium_plan,Bachelor,Employed,female,Married,214,0,2,2,contacting_branch_directly,2-door_car,No
8281,Takoradi,primary_plan,College,Unemployed,male,Single,142,95,1,3,customer_call_centre,2-door_car,No
8282,Accra,primary_plan,Master,Employed,male,Divorced,144,9,1,2,customer_call_centre,4-door_car,No
8283,Kumasi,primary_plan,High School or Below,Unemployed,female,Single,146,52,7,1,contacting_branch_directly,4-door_car,No
8284,Accra,extended_plan,High School or Below,Disabled,female,Single,256,22,1,4,contacting_branch_directly,SUV,No
8285,Kumasi,extended_plan,College,Employed,male,Married,270,17,1,4,contacting_agent,SUV,No
8286,Accra,primary_plan,College,Employed,male,Divorced,122,129,1,2,contacting_agent,4-door_car,No
8287,Takoradi,primary_plan,High School or Below,Unemployed,male,Divorced,136,77,3,1,customer_call_centre,4-door_car,No
8288,Kumasi,primary_plan,Bachelor,Employed,male,Married,148,22,2,1,contacting_agent,4-door_car,No
8289,Accra,primary_plan,Bachelor,Employed,female,Single,124,108,1,2,contacting_branch_directly,2-door_car,No
8290,Accra,primary_plan,High School or Below,Unemployed,male,Single,130,142,3,1,via_the_web,2-door_car,No
8291,Takoradi,primary_plan,High School or Below,Employed,male,Married,140,26,6,4,contacting_branch_directly,4-door_car,No
8292,Kumasi,extended_plan,High School or Below,Unemployed,male,Single,184,39,3,1,customer_call_centre,4-door_car,No
8293,Kumasi,primary_plan,Bachelor,Unemployed,male,Divorced,144,120,1,4,via_the_web,2-door_car,No
8294,Kumasi,primary_plan,College,Unemployed,female,Single,148,22,1,3,contacting_branch_directly,4-door_car,No
8295,Takoradi,primary_plan,High School or Below,Unemployed,male,Single,138,60,1,1,contacting_branch_directly,4-door_car,No
8296,Kumasi,extended_plan,Bachelor,Medical Leave,female,Divorced,196,9,1,1,contacting_branch_directly,4-door_car,No
8297,Accra,primary_plan,College,Employed,female,Married,140,9,3,3,contacting_branch_directly,2-door_car,No
8298,Cape_coast,primary_plan,Bachelor,Employed,male,Married,208,26,1,2,contacting_branch_directly,SUV,No
8299,Kumasi,extended_plan,College,Employed,female,Divorced,198,95,3,1,contacting_agent,4-door_car,No
8300,Accra,extended_plan,Bachelor,Retired,male,Married,172,103,1,3,contacting_agent,4-door_car,No
8301,Kumasi,primary_plan,Bachelor,Medical Leave,male,Single,204,47,4,2,customer_call_centre,SUV,No
8302,Accra,extended_plan,College,Employed,female,Married,262,43,1,2,contacting_agent,Sports Car,No
8303,Accra,primary_plan,College,Employed,female,Married,224,116,1,3,contacting_branch_directly,SUV,No
8304,Cape_coast,primary_plan,Bachelor,Employed,male,Married,144,138,1,2,contacting_branch_directly,2-door_car,No
8305,Kumasi,extended_plan,College,Medical Leave,male,Married,184,22,8,1,contacting_branch_directly,4-door_car,No
8306,Accra,premium_plan,Bachelor,Employed,male,Married,228,43,1,4,contacting_agent,2-door_car,No
8307,Kumasi,primary_plan,Bachelor,Medical Leave,male,Divorced,142,56,2,1,contacting_agent,4-door_car,Yes
8308,Accra,primary_plan,Bachelor,Employed,female,Married,132,64,8,1,contacting_agent,2-door_car,Yes
8309,Cape_coast,primary_plan,Doctor,Employed,female,Married,136,0,1,1,contacting_agent,2-door_car,No
8310,Kumasi,primary_plan,Master,Employed,male,Single,140,30,8,2,via_the_web,4-door_car,No
8311,Accra,extended_plan,College,Unemployed,female,Single,168,34,7,3,contacting_agent,4-door_car,No
8312,Cape_coast,extended_plan,College,Employed,female,Married,180,138,1,4,contacting_branch_directly,2-door_car,No
8313,Accra,primary_plan,College,Employed,male,Married,128,30,1,2,contacting_branch_directly,2-door_car,No
8314,Accra,primary_plan,High School or Below,Medical Leave,male,Single,146,95,4,2,customer_call_centre,4-door_car,Yes
8315,Takoradi,primary_plan,Doctor,Disabled,female,Divorced,126,4,1,2,contacting_branch_directly,2-door_car,Yes
8316,Kumasi,extended_plan,High School or Below,Employed,female,Single,152,39,1,3,contacting_branch_directly,2-door_car,No
8317,Accra,primary_plan,College,Retired,male,Divorced,132,56,2,2,via_the_web,4-door_car,Yes
8318,Takoradi,extended_plan,College,Employed,female,Married,170,116,6,1,customer_call_centre,4-door_car,No
8319,Accra,premium_plan,Bachelor,Disabled,female,Divorced,202,77,2,1,contacting_agent,4-door_car,Yes
8320,Accra,primary_plan,High School or Below,Employed,male,Married,208,9,7,1,contacting_agent,SUV,No
8321,Accra,primary_plan,High School or Below,Employed,male,Married,132,39,7,2,contacting_agent,4-door_car,No
8322,Kumasi,extended_plan,High School or Below,Employed,male,Married,154,9,1,3,contacting_agent,4-door_car,No
8323,Kumasi,primary_plan,Bachelor,Employed,male,Single,238,60,1,1,contacting_branch_directly,SUV,No
8324,Accra,primary_plan,High School or Below,Employed,female,Married,124,52,1,2,customer_call_centre,2-door_car,No
8325,Kumasi,extended_plan,Bachelor,Employed,male,Married,184,60,2,4,contacting_branch_directly,4-door_car,No
8326,Cape_coast,primary_plan,Doctor,Employed,female,Married,132,17,1,3,contacting_agent,4-door_car,No
8327,Accra,primary_plan,High School or Below,Employed,female,Married,140,112,2,2,contacting_agent,4-door_car,No
8328,Accra,primary_plan,College,Employed,male,Married,210,22,2,1,contacting_branch_directly,SUV,No
8329,Kumasi,primary_plan,Master,Unemployed,female,Single,122,9,2,2,contacting_agent,2-door_car,No
8330,Cape_coast,primary_plan,High School or Below,Employed,female,Single,148,13,1,2,via_the_web,2-door_car,No
8331,Takoradi,extended_plan,Bachelor,Employed,female,Married,166,22,2,1,customer_call_centre,4-door_car,No
8332,Kumasi,primary_plan,College,Employed,male,Married,236,133,1,1,contacting_agent,SUV,Yes
8333,Takoradi,extended_plan,Bachelor,Retired,male,Married,166,56,9,2,contacting_agent,2-door_car,Yes
8334,Takoradi,primary_plan,Bachelor,Retired,male,Divorced,148,13,2,2,contacting_branch_directly,4-door_car,No
8335,Cape_coast,primary_plan,High School or Below,Employed,female,Married,238,13,9,1,contacting_agent,SUV,No
8336,Accra,extended_plan,College,Employed,male,Married,264,56,9,4,contacting_branch_directly,SUV,No
8337,Accra,primary_plan,College,Unemployed,male,Married,202,47,3,1,customer_call_centre,Sports Car,No
8338,Tamale,primary_plan,High School or Below,Unemployed,male,Single,134,82,1,4,customer_call_centre,4-door_car,No
8339,Cape_coast,extended_plan,Bachelor,Employed,female,Divorced,176,146,2,2,contacting_agent,2-door_car,No
8340,Cape_coast,primary_plan,Master,Disabled,female,Divorced,130,39,3,1,contacting_agent,4-door_car,Yes
8341,Tamale,extended_plan,Bachelor,Medical Leave,male,Divorced,178,73,1,1,contacting_branch_directly,4-door_car,No
8342,Takoradi,primary_plan,College,Employed,female,Married,148,73,6,2,via_the_web,2-door_car,No
8343,Tamale,primary_plan,College,Employed,male,Married,236,4,2,2,contacting_branch_directly,SUV,Yes
8344,Kumasi,primary_plan,College,Unemployed,male,Single,140,4,2,4,contacting_branch_directly,4-door_car,No
8345,Takoradi,primary_plan,High School or Below,Unemployed,female,Single,214,9,4,2,contacting_branch_directly,Sports Car,No
8346,Kumasi,extended_plan,High School or Below,Employed,male,Married,162,43,7,1,contacting_branch_directly,2-door_car,No
8347,Accra,primary_plan,Doctor,Unemployed,male,Divorced,130,52,2,1,contacting_branch_directly,4-door_car,No
8348,Tamale,primary_plan,College,Employed,male,Single,214,69,2,1,contacting_branch_directly,SUV,No
